U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total,T_prop,T_rotor
50,0.240975363,0.001092801,0.000896022,-0.101325588,0.027435755,0.00218335,2.297727487,2.655184492,-0.022498521,0.654871947,1,-0.222132814,0,0,0,3.577388675,2.965944849,0.017825706,0.032819084,-0.039600617,0.020708089,0.030730405,-0.038511238,253617.4553,282672.2653,11903.36458,555098.7001,-7.163431776,57118.40571
55,0.248627263,0.000840482,0.000675515,-0.115783517,0.021472532,0.001987446,2.14587958,2.418524972,-0.057450994,0.683207231,1,-0.171828894,0,0,0,3.141267369,2.606876487,0.018377256,0.038519275,-0.041791623,0.020792827,0.036723677,-0.04064905,255665.9543,278123.0527,11903.00595,552749.3487,-20.10973978,57855.54469
60,0.258468523,0.000563257,0.000418838,-0.13294077,0.015940755,0.001707518,2.023334669,2.222746909,-0.087431945,0.710997684,1,-0.150196644,0,0,0,2.771354248,2.312705078,0.018995181,0.045108963,-0.044769914,0.020918294,0.043752358,-0.043563513,259299.4808,275961.9601,11902.66857,553674.2408,-33.3729575,58681.37888
65,0.270504004,0.000300041,0.000189747,-0.151041112,0.009423071,0.001344967,1.918894774,2.057524442,-0.105822384,0.738210062,1,-0.136676488,0,0,0,2.485208143,2.100775515,0.019631718,0.051205271,-0.047744992,0.021075125,0.050331709,-0.046538898,263937.292,275684.3847,11902.30345,558587.0012,-43.751803,59515.72219
70,0.284710428,0.000107926,1.88E-05,-0.171147798,0.002987169,0.001005684,1.827619644,1.921845224,-0.06140499,0.76487226,1,-0.128564394,0,0,0,2.26034236,1.942743506,0.020267677,0.057576265,-0.051043657,0.021319823,0.057106046,-0.049891105,269377.2766,277481.3257,11902.09698,569155.0189,-27.36133236,60423.04223
75,0.301288693,-2.20E-05,-0.000148617,-0.193029861,-0.004235643,0.000647801,1.747068183,1.80999806,-0.020987944,0.790932969,1,-0.123156332,0,0,0,2.080578319,1.820145462,0.02090596,0.063907448,-0.054466105,0.021655014,0.063796114,-0.053325428,275572.3705,281070.5768,11902.18949,578605.6523,-10.02601908,61409.02026
80,0.320783328,-9.59E-05,-0.000223943,-0.217941313,-0.011906834,0.000397365,1.677555825,1.7194472,-0.016102214,0.816590669,1,-0.1204523,0,0,0,1.936940528,1.724403609,0.021579349,0.07088128,-0.058280572,0.022108134,0.070985895,-0.05723719,282677.0737,286402.8039,11902.86149,596095.3436,-8.205554745,62550.23458
85,0.342689271,-0.000132929,-0.000292867,-0.243788433,-0.02119474,0.000153515,1.615383467,1.643160916,0.051449,0.841779539,1,-0.117748269,0,0,0,1.818479867,1.645595175,0.022257263,0.077048399,-0.061694294,0.022627349,0.077318056,-0.060714993,290474.03,292989.5711,11904.73198,611026.941,27.87903746,63748.65635
90,0.369321502,-0.000139847,-0.000382342,-0.278429487,-0.028283177,-8.00E-05,1.568382881,1.587258336,0.029997546,0.865356297,1,-0.1204523,0,0,0,1.729113818,1.588463426,0.023084265,0.087080028,-0.067413297,0.023349031,0.087486989,-0.066426253,299765.6521,301516.8144,11907.26702,629705.4546,17.20638546,65363.06669
95,0.399254961,-0.000136941,-0.000356952,-0.311956733,-0.040390181,-0.000171403,1.526155597,1.538956125,0.045452718,0.888860161,1,-0.1204523,0,0,0,1.654108565,1.539558445,0.023936816,0.094367783,-0.071491141,0.02412496,0.094784185,-0.07064074,309704.4548,310920.3367,11913.82764,651730.3291,27.52363504,67017.53222
100,0.435664409,-0.000122484,-0.000363082,-0.357594469,-0.049548545,-0.000270969,1.498951838,1.508017753,0.061674088,0.911802852,1,-0.125860363,0,0,0,1.601873655,1.50832139,0.024998788,0.106953724,-0.078621539,0.025138394,0.107382737,-0.077834975,321340.6276,322228.8325,11921.61448,678531.594,39.31716035,69206.40858
